ID,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A675311,2014-03-26 13:24:00,Transfer,Cat,Intact Female,2 days,Domestic Shorthair Mix,Blue/White
A713854,2015-11-14 19:31:00,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A704403,2015-07-18 17:31:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A679386,2015-07-15 13:48:00,Transfer,Dog,Intact Female,4 years,Pit Bull Mix,Chocolate/White
A677312,2014-05-05 17:32:00,Adoption,Dog,Neutered Male,3 years,Maltese/Chihuahua Shorthair,White/Buff
A665684,2013-11-02 12:18:00,Adoption,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,Brown/White
A685491,2014-08-17 15:09:00,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A719249,2016-01-20 18:07:00,Adoption,Dog,Spayed Female,5 months,German Shepherd Mix,Black/Brown
A686389,2014-09-04 14:25:00,Transfer,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Chocolate
A689900,2014-10-12 09:00:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A667026,2013-11-16 14:26:00,Transfer,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A661850,2013-10-09 18:41:00,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Orange Tabby
A674730,2014-03-17 16:54:00,Return_to_owner,Dog,Neutered Male,6 years,Pit Bull Mix,Brown Brindle/White
A667345,2013-12-01 12:35:00,Adoption,Cat,Spayed Female,3 months,Domestic Longhair Mix,Black/White
A686092,2014-08-17 09:00:00,Transfer,Cat,Intact Male,5 months,Domestic Shorthair,Orange/White
A690993,2014-11-03 18:32:00,Adoption,Dog,Neutered Male,2 months,Plott Hound Mix,Brown Brindle
A628159,2014-10-04 08:52:00,Euthanasia,Dog,Neutered Male,4 years,Carolina Dog Mix,Tan
A701577,2015-06-08 13:23:00,Adoption,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black/White
A718136,2015-12-28 14:11:00,Return_to_owner,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/White
A693955,2014-12-18 09:00:00,Transfer,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White
A681857,2014-06-26 08:58:00,Transfer,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Tan
A665258,2013-12-04 12:44:00,Transfer,Cat,Spayed Female,1 year,Snowshoe Mix,Seal Point
A684545,2014-07-25 18:11:00,Return_to_owner,Dog,Intact Female,11 years,Boxer Mix,White
A689554,2014-10-20 12:42:00,Transfer,Dog,Spayed Female,10 months,Siberian Husky Mix,Black/White
A665042,2013-10-12 19:24:00,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A704242,2015-06-03 09:00:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A698327,2015-07-06 18:31:00,Adoption,Dog,Neutered Male,4 years,Pit Bull Mix,Black/White
A695658,2015-01-21 09:00:00,Transfer,Cat,Intact Female,6 months,Domestic Shorthair Mix,Torbie
A707375,2015-11-28 17:31:00,Adoption,Dog,Spayed Female,10 months,Pit Bull,Brown/White
A675550,2014-03-30 14:20:00,Adoption,Dog,Spayed Female,3 years,Yorkshire Terrier Mix,Tan/Black
A694310,2014-12-27 12:12:00,Transfer,Dog,Intact Female,2 days,Pit Bull Mix,Chocolate/White
A666315,2013-11-03 14:40:00,Transfer,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,White/Tan
A689779,2014-10-12 11:34:00,Return_to_owner,Dog,Spayed Female,5 years,Beagle Mix,Tricolor
A673601,2014-03-01 13:59:00,Transfer,Cat,Intact Male,2 years,Domestic Shorthair Mix,Cream Tabby/White
A584566,2015-07-20 13:11:00,Return_to_owner,Cat,Spayed Female,14 years,Domestic Shorthair Mix,Blue/White
A711579,2015-09-22 19:02:00,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A712317,2015-09-23 11:06:00,Return_to_owner,Dog,Spayed Female,1 year,Miniature Poodle/Maltese,White
A674752,2014-03-25 16:17:00,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black
A708989,2015-08-04 09:00:00,Transfer,Cat,Unknown,3 years,Domestic Shorthair Mix,Orange Tabby
A691871,2014-11-11 13:18:00,Euthanasia,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby/White
A679586,2014-07-13 17:50:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A700287,2015-06-06 14:06:00,Adoption,Dog,Neutered Male,10 months,Labrador Retriever,Black/White
A679924,2014-07-01 14:30:00,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Calico
A684923,2014-07-31 09:00:00,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby/White
A659400,2014-12-30 17:27:00,Return_to_owner,Dog,Neutered Male,4 years,German Shepherd/Alaskan Malamute,Brown/White
A686562,2014-12-03 07:49:00,Adoption,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Black
A691098,2014-10-30 11:13:00,Return_to_owner,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
A675342,2014-05-09 13:06:00,Transfer,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Calico/Blue Tabby
A681035,2014-06-11 17:11:00,Transfer,Cat,Intact Male,2 days,Domestic Shorthair Mix,Black
A700587,2015-04-16 15:07:00,Transfer,Cat,Unknown,1 day,Domestic Shorthair Mix,Black
A716684,2016-01-30 18:11:00,Adoption,Cat,Neutered Male,2 months,Siamese Mix,Seal Point/White
A691706,2014-12-13 14:16:00,Adoption,Cat,Spayed Female,2 months,Domestic Longhair Mix,Brown Tabby
A681113,2014-06-24 17:28:00,Return_to_owner,Dog,Neutered Male,7 months,Chihuahua Shorthair/Jack Russell Terrier,Tricolor
A680048,2014-06-08 17:54:00,Transfer,Dog,Spayed Female,12 years,Boxer/Labrador Retriever,Brown Brindle
A702264,2015-05-14 13:54:00,Return_to_owner,Dog,Spayed Female,1 year,Yorkshire Terrier/Chihuahua Shorthair,White/Black
A676733,2014-04-18 17:25:00,Return_to_owner,Dog,Spayed Female,5 years,Australian Shepherd Mix,Black/White
A711794,2015-09-19 17:42:00,Adoption,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown/White
A549989,2013-10-12 18:58:00,Adoption,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black/White
A693366,2015-01-02 12:40:00,Transfer,Dog,Spayed Female,5 years,Rat Terrier Mix,Black/White
A676215,2014-04-11 18:13:00,Adoption,Dog,Neutered Male,2 months,German Shepherd Mix,Sable
A677991,2014-07-12 18:56:00,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black Smoke
A661391,2013-10-06 13:49:00,Adoption,Dog,Neutered Male,1 year,Bull Terrier Mix,White
A713103,2015-12-09 12:52:00,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Blue Tabby
A691022,2014-11-04 17:07:00,Adoption,Dog,Neutered Male,3 years,Beagle/Boxer,Brown/White
A684820,2014-08-06 14:22:00,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White
A702932,2015-07-24 13:11:00,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
A687320,2014-09-03 16:20:00,Transfer,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby
A698288,2015-03-18 11:37:00,Return_to_owner,Dog,Spayed Female,2 years,Border Collie/Australian Cattle Dog,White/Brown
A710014,2015-08-20 17:13:00,Return_to_owner,Dog,Neutered Male,4 years,Cane Corso,Brown Brindle
A670009,2014-02-02 13:57:00,Euthanasia,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White
A700456,2015-04-14 14:34:00,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A697310,2015-02-23 18:27:00,Adoption,Dog,Spayed Female,2 months,Jack Russell Terrier Mix,White/Brown
A596753,2015-02-24 16:39:00,Return_to_owner,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Black/White
A669269,2013-12-31 16:33:00,Adoption,Dog,Intact Female,1 month,Labrador Retriever/Pit Bull,White/Black
A677561,2014-04-26 15:23:00,Transfer,Cat,Unknown,3 days,Domestic Shorthair Mix,Orange Tabby
A685488,2014-08-09 09:00:00,Transfer,Cat,Intact Female,8 months,Domestic Shorthair Mix,Blue
A689532,2014-10-14 17:27:00,Return_to_owner,Dog,Neutered Male,10 years,Akita/German Shepherd,White/Black
A713790,2015-12-16 16:01:00,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/White
A654508,2013-11-16 13:45:00,Adoption,Cat,Spayed Female,3 years,Maine Coon Mix,Torbie
A701948,2015-05-31 17:12:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A697820,2015-03-01 14:11:00,Return_to_owner,Dog,Neutered Male,8 years,German Shepherd/Chow Chow,Brown
A693913,2015-02-13 11:24:00,Transfer,Dog,Neutered Male,10 months,Chihuahua Shorthair Mix,Tan
A678511,2015-08-18 12:48:00,Return_to_owner,Dog,Neutered Male,1 year,German Shepherd Mix,White
A701475,2015-05-01 11:21:00,Return_to_owner,Dog,Spayed Female,9 years,Pug,Tan/Black
A664021,2013-10-12 19:14:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A675499,2014-03-28 14:20:00,Return_to_owner,Dog,Intact Female,2 years,Border Collie Mix,Black/White
A681283,2014-06-20 17:51:00,Adoption,Dog,Neutered Male,3 months,Cairn Terrier Mix,Brown
A662774,2013-10-19 19:02:00,Adoption,Dog,Spayed Female,5 months,Labrador Retriever/German Shepherd,Brown/Black
A685492,2014-08-17 15:09:00,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A684121,2014-07-19 18:32:00,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A656273,2013-11-18 14:22:00,Adoption,Cat,Neutered Male,6 months,Domestic Medium Hair Mix,Blue/White
A694642,2015-02-27 13:36:00,Adoption,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A663210,2014-04-12 15:32:00,Adoption,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Black
A680573,2014-06-10 16:37:00,Transfer,Dog,Spayed Female,1 year,Wire Hair Fox Terrier/Chihuahua Shorthair,Cream
A668315,2013-12-13 11:47:00,Transfer,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Black/Tan
A671391,2014-01-27 17:47:00,Adoption,Dog,Neutered Male,2 months,German Shepherd Mix,Brown/White
A701009,2015-05-27 17:49:00,Transfer,Dog,Intact Female,2 years,Labrador Retriever Mix,Black
A694866,2015-01-08 17:03:00,Return_to_owner,Dog,Spayed Female,1 year,Cairn Terrier Mix,Tan/White
A709751,2015-09-14 13:32:00,Died,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A706262,2015-07-05 11:53:00,Euthanasia,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Brown Tabby
A673976,2014-03-21 19:32:00,Adoption,Dog,Neutered Male,5 months,Siberian Husky/Labrador Retriever,White/Brown
A718692,2016-01-09 13:48:00,Adoption,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black
A704331,2015-07-30 10:23:00,Adoption,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby/White
A713655,2015-10-21 14:41:00,Adoption,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,White/Tan
A711007,2015-11-08 16:29:00,Adoption,Dog,Spayed Female,1 year,Staffordshire Mix,Brown/White
A708533,2015-07-31 14:13:00,Transfer,Dog,Intact Male,3 weeks,Pit Bull Mix,Brown/White
A697089,2015-03-01 13:19:00,Transfer,Dog,Neutered Male,5 years,Beagle Mix,Tricolor
A692471,2014-12-01 11:43:00,Transfer,Dog,Neutered Male,2 years,Maltese/Shih Tzu,White
A670596,2014-01-12 12:15:00,Return_to_owner,Dog,Spayed Female,4 years,Labrador Retriever,Yellow
A708513,2015-08-01 18:42:00,Adoption,Dog,Spayed Female,3 months,Dachshund Mix,White/Brown
A706973,2015-07-08 16:24:00,Return_to_owner,Dog,Spayed Female,3 years,Lhasa Apso Mix,Brown/Gray
A712338,2015-09-27 12:36:00,Adoption,Dog,Neutered Male,5 months,Harrier Mix,Tricolor
A681067,2014-10-14 15:19:00,Euthanasia,Dog,Spayed Female,3 years,Staffordshire Mix,Fawn
A696736,2015-02-11 12:32:00,Return_to_owner,Dog,Spayed Female,5 years,Norwich Terrier Mix,Red/White
A689052,2014-09-28 15:45:00,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Orange Tabby
A665990,2013-11-02 11:33:00,Return_to_owner,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan/White
A719825,2016-02-02 12:18:00,Adoption,Dog,Spayed Female,3 months,Chihuahua Shorthair/Jack Russell Terrier,Red/White
A718577,2016-01-05 15:10:00,Return_to_owner,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black/White
A682287,2014-06-30 11:17:00,Return_to_owner,Cat,Intact Male,5 years,Domestic Medium Hair Mix,Black
A702496,2015-05-18 18:22:00,Adoption,Dog,Neutered Male,8 months,Basset Hound Mix,Black/White
A676218,2014-05-08 14:32:00,Adoption,Dog,Spayed Female,2 years,Jack Russell Terrier/Pit Bull,White/Brown
A675538,2014-04-09 16:16:00,Transfer,Dog,Neutered Male,6 months,Beagle,Orange/White
A691864,2014-11-11 18:42:00,Return_to_owner,Dog,Neutered Male,8 years,Bernese Mountain Dog Mix,Tricolor
A702504,2015-05-14 18:50:00,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico
A710517,2015-10-20 08:34:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A720371,2016-02-15 00:00:00,Transfer,Dog,Neutered Male,4 months,Anatol Shepherd/Labrador Retriever,Buff
A680053,2014-06-09 13:29:00,Adoption,Dog,Spayed Female,8 years,Cocker Spaniel Mix,White/Liver
A678245,2014-05-15 13:29:00,Transfer,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Gold
A702174,2015-07-28 10:00:00,Adoption,Cat,Neutered Male,2 months,Domestic Longhair Mix,Black
A683022,2014-07-06 12:32:00,Return_to_owner,Dog,Spayed Female,13 years,Great Pyrenees Mix,White
A690109,2014-11-15 14:07:00,Transfer,Dog,Neutered Male,5 years,Pug,Brown/Black
A707310,2015-08-13 13:26:00,Transfer,Dog,Neutered Male,5 months,Chihuahua Longhair Mix,Brown
A709667,2015-08-12 11:40:00,Transfer,Dog,Intact Male,1 month,Labrador Retriever Mix,Black/White
A695213,2015-01-19 18:33:00,Adoption,Dog,Neutered Male,1 year,Siberian Husky Mix,White
A679767,2014-05-29 18:50:00,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A693315,2014-12-07 18:25:00,Adoption,Dog,Spayed Female,6 months,Chihuahua Shorthair/Yorkshire Terrier,Black/Brown
A674944,2014-05-06 13:20:00,Adoption,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Calico
A689674,2014-10-12 18:02:00,Adoption,Dog,Spayed Female,1 year,Alaskan Malamute/Akita,Brown/Black
A663386,2013-12-02 11:49:00,Transfer,Dog,Neutered Male,4 years,Chow Chow,Blue
A711339,2015-09-10 13:13:00,Euthanasia,Dog,Spayed Female,2 years,Rottweiler,Black/Brown
A671526,2014-02-01 18:30:00,Adoption,Dog,Spayed Female,12 years,Labrador Retriever Mix,Yellow
A620222,2015-10-18 16:41:00,Adoption,Dog,Spayed Female,4 years,Collie Rough Mix,Tan/Black
A700046,2015-04-09 14:17:00,Transfer,Cat,Unknown,3 days,Domestic Shorthair Mix,Black
A683408,2014-07-10 18:16:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A680516,2014-06-06 13:01:00,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A710897,2015-09-04 15:53:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A711724,2015-09-11 00:00:00,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A676859,2014-04-18 11:56:00,Return_to_owner,Dog,Neutered Male,1 year,Flat Coat Retriever Mix,Black/White
A708327,2015-08-08 15:22:00,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue/White
A717916,2015-12-26 12:34:00,Return_to_owner,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tricolor
A711169,2015-09-03 11:44:00,Return_to_owner,Dog,Intact Female,2 years,American Pit Bull Terrier Mix,Fawn/White
A681720,2014-06-21 18:17:00,Return_to_owner,Dog,Spayed Female,1 year,Pit Bull/Boxer,Brown Brindle/White
A685447,2014-08-08 15:32:00,Return_to_owner,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Black/White
A408035,2014-12-27 12:59:00,Return_to_owner,Dog,Spayed Female,12 years,Pit Bull Mix,Brown Brindle
A677994,2014-07-29 13:43:00,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A663986,2013-10-02 16:38:00,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A683712,2014-07-21 13:07:00,Transfer,Dog,Spayed Female,10 months,Dachshund Wirehair/Chihuahua Longhair,Gray/White
A648065,2015-05-24 10:58:00,Euthanasia,Dog,Neutered Male,3 years,Basset Hound Mix,White/Brown
A703494,2015-06-03 12:33:00,Euthanasia,Cat,Intact Female,1 month,Domestic Longhair Mix,Black
A691862,2014-11-11 18:51:00,Return_to_owner,Dog,Neutered Male,1 year,Pit Bull Mix,White/Tan
A684531,2014-08-02 11:58:00,Transfer,Dog,Intact Male,7 months,Chow Chow/Australian Cattle Dog,White/Red
A700776,2015-04-19 13:47:00,Euthanasia,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A708720,2015-09-03 18:25:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A680286,2014-06-01 18:50:00,Return_to_owner,Dog,Neutered Male,6 years,Miniature Schnauzer,Gray
A675977,2014-04-03 18:17:00,Return_to_owner,Dog,Spayed Female,2 years,Pit Bull Mix,White/Brown
A682579,2014-07-23 16:02:00,Transfer,Dog,Intact Male,1 month,Miniature Poodle Mix,Black/White
A695946,2015-02-15 14:34:00,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
A689110,2014-09-30 09:00:00,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
A672237,2014-02-24 14:28:00,Adoption,Dog,Spayed Female,2 months,Boxer/Catahoula,Red/White
A545780,2013-12-17 17:23:00,Return_to_owner,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby/White
A705583,2015-06-20 18:53:00,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A709825,2015-08-15 15:34:00,Euthanasia,Dog,Intact Male,5 years,Pit Bull/Chinese Sharpei,Tan/White
A720427,2016-02-14 16:21:00,Adoption,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Calico
A613821,2014-09-12 08:18:00,Adoption,Dog,Spayed Female,5 years,Pit Bull Mix,Tan/White
A716970,2015-12-06 18:20:00,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tricolor
A674469,2014-03-25 17:15:00,Return_to_owner,Dog,Intact Female,1 year,Pit Bull Mix,Blue/White
A668246,2013-12-08 16:18:00,Transfer,Dog,Intact Female,2 years,Pit Bull Mix,Tan/White
A687037,2015-08-17 16:54:00,Return_to_owner,Cat,Neutered Male,13 years,Domestic Shorthair Mix,Orange Tabby
A709749,2015-09-22 12:49:00,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A678088,2014-06-24 16:39:00,Adoption,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Orange Tabby/White
A699713,2015-04-02 09:00:00,Transfer,Cat,Intact Male,8 months,Domestic Shorthair Mix,Cream Tabby
A704438,2015-06-05 15:51:00,Return_to_owner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Black/Tan
A509228,2014-04-10 14:20:00,Return_to_owner,Dog,Neutered Male,8 years,Pit Bull,Blue/White
A677773,2014-04-29 13:38:00,Transfer,Cat,Intact Female,6 days,Domestic Shorthair Mix,Orange Tabby
A682672,2014-07-01 15:10:00,Return_to_owner,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tan
A656608,2015-09-03 13:39:00,Transfer,Dog,Neutered Male,2 years,Dachshund/Chihuahua Shorthair,Brown/White
A683114,2014-08-23 16:51:00,Transfer,Cat,Neutered Male,4 months,Domestic Shorthair Mix,White/Orange Tabby
A679916,2014-06-11 15:50:00,Adoption,Dog,Neutered Male,3 years,German Shepherd Mix,Brown/Black
A718646,2016-01-21 16:39:00,Adoption,Dog,Spayed Female,7 years,Jack Russell Terrier Mix,White/Brown
A692608,2015-03-01 13:37:00,Transfer,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
A664058,2015-06-01 17:47:00,Adoption,Dog,Neutered Male,2 years,Labrador Retriever/Pit Bull,Black/White
A702743,2015-06-24 18:17:00,Adoption,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black/White
A689480,2014-10-10 15:07:00,Transfer,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Calico
A720862,2016-02-16 16:59:00,Return_to_owner,Dog,Neutered Male,6 months,Labrador Retriever Mix,Black/White
A695579,2015-01-31 17:47:00,Adoption,Dog,Spayed Female,4 years,American Staffordshire Terrier,Brown/White
A686225,2014-09-06 17:58:00,Adoption,Dog,Neutered Male,6 months,Labrador Retriever/Dalmatian,White/Brown
A677306,2014-09-23 11:16:00,Adoption,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby
A683996,2014-07-25 16:43:00,Transfer,Dog,Neutered Male,7 months,Labrador Retriever,Yellow
A704806,2015-06-09 15:54:00,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby
A704952,2015-08-11 00:00:00,Transfer,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Brown Tabby
A623449,2014-01-05 12:22:00,Adoption,Dog,Neutered Male,5 years,Pointer/Chinese Sharpei,White/Brown
A706993,2015-07-15 16:24:00,Adoption,Dog,Neutered Male,1 year,Dachshund Mix,Brown
A705590,2015-06-27 13:19:00,Adoption,Dog,Neutered Male,2 months,Australian Shepherd/Labrador Retriever,Black Brindle
A688313,2014-10-28 15:33:00,Transfer,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A702652,2015-05-21 17:52:00,Adoption,Dog,Spayed Female,7 years,Maltese Mix,White
A694517,2015-01-03 18:52:00,Adoption,Dog,Neutered Male,1 year,Beagle/Labrador Retriever,Black/White
A706229,2015-06-26 19:11:00,Euthanasia,Dog,Neutered Male,15 years,Labrador Retriever Mix,Black/White
A707208,2015-07-19 11:13:00,Return_to_owner,Dog,Intact Female,1 year,Boxer Mix,Brown/White
A713201,2015-10-07 18:16:00,Adoption,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Black/White
A707105,2015-07-31 16:24:00,Adoption,Dog,Spayed Female,8 years,Rat Terrier Mix,White/Black
A667850,2013-12-24 14:41:00,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White
A714098,2015-10-23 15:21:00,Adoption,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Black/White
A676636,2014-04-16 17:34:00,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
A705242,2015-06-23 13:39:00,Transfer,Cat,Neutered Male,2 years,Domestic Longhair Mix,Orange Tabby
A658546,2013-11-06 11:11:00,Died,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
A693414,2014-12-20 13:06:00,Adoption,Dog,Spayed Female,10 months,Carolina Dog Mix,Tan/Black
